code,code_type,description,category,common_appeal_argument
MA66,RARC,Missing/incomplete/invalid principal procedure code.,,
MA67,RARC,Alert: Correction to a prior claim.,,
MA68,RARC,Alert: We did not crossover this claim because the secondary insurance information on the claim was incomplete. Please supply complete information or use the PLANID of the insurer to assure correct and timely routing of the claim.,,
MA69,RARC,Missing/incomplete/invalid remarks.,,
MA70,RARC,Missing/incomplete/invalid provider representative signature.,,
MA71,RARC,Missing/incomplete/invalid provider representative signature date.,,
MA72,RARC,Alert: The patient overpaid you for these assigned services. You must issue the patient a refund within 30 days for the difference between his/her payment to you and the total of the amount shown as patient responsibility and as paid to the patient on this notice.,,
MA73,RARC,Informational remittance associated with a Medicare demonstration. No payment issued under fee-for-service Medicare as patient has elected managed care.,,
MA74,RARC,"Alert: This payment replaces an earlier payment for this claim that was either lost, damaged or returned.",,
MA75,RARC,Missing/incomplete/invalid patient or authorized representative signature.,,
MA76,RARC,Missing/incomplete/invalid provider identifier for home health agency or hospice when physician is performing care plan oversight services.,,
MA77,RARC,Alert: The patient overpaid you. You must issue the patient a refund within 30 days for the difference between the patient's payment less the total of our and other payer payments and the amount shown as patient responsibility on this notice.,,
MA78,RARC,The patient overpaid you. You must issue the patient a refund within 30 days for the difference between our allowed amount total and the amount paid by the patient.,,
MA79,RARC,Billed in excess of interim rate.,,
MA80,RARC,Informational notice. No payment issued for this claim with this notice. Payment issued to the hospital by its intermediary for all services for this encounter under a demonstration project.,,
MA81,RARC,Missing/incomplete/invalid provider/supplier signature.,,
MA82,RARC,"Missing/incomplete/invalid provider/supplier billing number/identifier or billing name, address, city, state, zip code, or phone number.",,
MA83,RARC,Did not indicate whether we are the primary or secondary payer.,,
MA84,RARC,"Patient identified as participating in the National Emphysema Treatment Trial but our records indicate that this patient is either not a participant, or has not yet been approved for this phase of the study. Contact Johns Hopkins University, the study coordinator, to resolve if there was a discrepancy.",,
MA85,RARC,"Our records indicate that a primary payer exists (other than ourselves); however, you did not complete or enter accurately the insurance plan/group/program name or identification number. Enter the PlanID when effective.",,
MA86,RARC,Missing/incomplete/invalid group or policy number of the insured for the primary coverage.,,
MA87,RARC,Missing/incomplete/invalid insured's name for the primary payer.,,
MA88,RARC,Missing/incomplete/invalid insured's address and/or telephone number for the primary payer.,,
MA89,RARC,Missing/incomplete/invalid patient's relationship to the insured for the primary payer.,,
MA90,RARC,Missing/incomplete/invalid employment status code for the primary insured.,,
MA91,RARC,Alert: This determination is the result of the appeal you filed.,,
MA92,RARC,Missing plan information for other insurance.,,
MA93,RARC,Non-PIP (Periodic Interim Payment) claim.,,
MA94,RARC,Did not enter the statement 'Attending physician not hospice employee' on the claim form to certify that the rendering physician is not an employee of the hospice.,,
MA95,RARC,A not otherwise classified or unlisted procedure code(s) was billed but a narrative description of the procedure was not entered on the claim. Refer to item 19 on the HCFA-1500.,,
MA96,RARC,Claim rejected. Coded as a Medicare Managed Care Demonstration but patient is not enrolled in a Medicare managed care plan.,,
MA97,RARC,Missing/incomplete/invalid Medicare Managed Care Demonstration contract number or clinical trial registry number.,,
MA98,RARC,Claim Rejected. Does not contain the correct Medicare Managed Care Demonstration contract number for this beneficiary.,,
MA99,RARC,Missing/incomplete/invalid Medigap information.,,
MA100,RARC,Missing/incomplete/invalid date of current illness or symptoms.,,
MA101,RARC,A Skilled Nursing Facility (SNF) is responsible for payment of outside providers who furnish these services/supplies to residents.,,
MA102,RARC,Missing/incomplete/invalid name or provider identifier for the rendering/referring/ ordering/ supervising provider.,,
MA103,RARC,Hemophilia Add On.,,
MA104,RARC,Missing/incomplete/invalid date the patient was last seen or the provider identifier of the attending physician.,,
MA105,RARC,Missing/incomplete/invalid provider number for this place of service.,,
MA106,RARC,PIP (Periodic Interim Payment) claim.,,
MA107,RARC,Paper claim contains more than three separate data items in field 19.,,
MA108,RARC,Paper claim contains more than one data item in field 23.,,
MA109,RARC,Claim processed in accordance with ambulatory surgical guidelines.,,
MA110,RARC,Missing/incomplete/invalid information on whether the diagnostic test(s) were performed by an outside entity or if no purchased tests are included on the claim.,,
MA111,RARC,Missing/incomplete/invalid purchase price of the test(s) and/or the performing laboratory's name and address.,,
MA112,RARC,Missing/incomplete/invalid group practice information.,,
MA113,RARC,"Incomplete/invalid taxpayer identification number (TIN) submitted by you per the Internal Revenue Service. Your claims cannot be processed without your correct TIN, and you may not bill the patient pending correction of your TIN. There are no appeal rights for unprocessable claims, but you may resubmit this claim after you have notified this office of your correct TIN.",,
MA114,RARC,Missing/incomplete/invalid information on where the services were furnished.,,
MA115,RARC,"Missing/incomplete/invalid physical location (name and address, or PIN) where the service(s) were rendered in a Health Professional Shortage Area (HPSA).",,
MA116,RARC,Did not complete the statement 'Homebound' on the claim to validate whether laboratory services were performed at home or in an institution.,,
MA117,RARC,This claim has been assessed a $1.00 user fee.,,
MA118,RARC,Alert: No Medicare payment issued for this claim for services or supplies furnished to a Medicare-eligible veteran through a facility of the Department of Veterans Affairs. Coinsurance and/or deductible are applicable.,,
MA119,RARC,Provider level adjustment for late claim filing applies to this claim.,,
MA120,RARC,Missing/incomplete/invalid CLIA certification number.,,
MA121,RARC,Missing/incomplete/invalid x-ray date.,,
MA122,RARC,Missing/incomplete/invalid initial treatment date.,,
MA123,RARC,"Your center was not selected to participate in this study, therefore, we cannot pay for these services.",,
MA124,RARC,Processed for IME only.,,
